# Title:    Roman predicted thermal background spectrum for observation planning
# Author:   Russell Ryan (rryan@stsci.edu)
# Date:     19 Aug 2020
# Version:  1.0
# Format:   comma separated variables (csv)
# Distribution:  ?
# Pedigree:  This is the predicted self-emission thermal background spectrum
# for Roman for use in planning observations.  The data came from a model
# provided by David Hughes at GSFC, which contained 24 subcomponents (e.g.
# primary mirror) from 5 primary components (e.g. optics).  The instrumental
# components (e.g. the bezels, filter wheel, etc.) play a minor role, whereas
# subcomponents associated with the optics, structure, and baffle dominate the
# radiance at all wavelengths.  David's model rolls up many terms in the thermal
# model, including detector QE, filter and system throughputs, and emissivity
# and estimated view factors of various subcomponents.  For the purposes here,
# some of these terms must be factored out before the individual subcomponents
# can be summed to provide the below spectrum. Russell has a jupyter-notebook
# describing the full conversion from David's file: HLS_F184_20200629.xlsx
# Columns:  wavelength (micron) and equivalent sky radiance (MJy/sr)
#
3.500e-01,0.000e+00
3.600e-01,6.420e-52
3.700e-01,3.353e-50
3.800e-01,1.420e-48
3.890e-01,4.927e-47
3.990e-01,1.437e-45
4.100e-01,2.675e-44
4.200e-01,4.576e-43
4.300e-01,7.099e-42
4.390e-01,9.946e-41
4.490e-01,1.268e-39
4.590e-01,1.463e-38
4.700e-01,1.548e-37
4.800e-01,1.489e-36
4.900e-01,1.324e-35
5.000e-01,1.087e-34
5.100e-01,8.256e-34
5.200e-01,5.799e-33
5.300e-01,3.791e-32
5.400e-01,2.326e-31
5.500e-01,1.343e-30
5.590e-01,7.262e-30
5.700e-01,3.746e-29
5.800e-01,1.823e-28
5.900e-01,8.388e-28
6.000e-01,3.678e-27
6.100e-01,1.539e-26
6.200e-01,6.168e-26
6.300e-01,2.367e-25
6.390e-01,8.692e-25
6.490e-01,3.073e-24
6.590e-01,1.046e-23
6.690e-01,3.426e-23
6.790e-01,1.077e-22
6.900e-01,3.301e-22
7.000e-01,9.793e-22
7.100e-01,2.829e-21
7.200e-01,7.922e-21
7.300e-01,2.146e-20
7.400e-01,5.670e-20
7.500e-01,1.461e-19
7.600e-01,3.662e-19
7.700e-01,8.953e-19
7.800e-01,2.149e-18
7.900e-01,5.026e-18
8.000e-01,1.149e-17
8.100e-01,2.588e-17
8.200e-01,5.726e-17
8.300e-01,1.243e-16
8.400e-01,2.657e-16
8.500e-01,5.545e-16
8.600e-01,1.128e-15
8.700e-01,2.275e-15
8.800e-01,4.498e-15
8.900e-01,8.775e-15
9.000e-01,1.691e-14
9.100e-01,3.192e-14
9.200e-01,5.935e-14
9.290e-01,1.090e-13
9.400e-01,1.982e-13
9.500e-01,3.547e-13
9.600e-01,6.249e-13
9.700e-01,1.088e-12
9.800e-01,1.872e-12
9.900e-01,3.188e-12
1.000e+00,5.361e-12
1.010e+00,8.907e-12
1.020e+00,1.462e-11
1.030e+00,2.377e-11
1.040e+00,3.837e-11
1.050e+00,6.123e-11
1.060e+00,9.684e-11
1.069e+00,1.515e-10
1.080e+00,2.352e-10
1.089e+00,3.604e-10
1.100e+00,5.507e-10
